"CODUSU";"NRO_HOGAR";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"PONDIH";"DECCFR";"DECIFR";"REALIZADA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"IPCF"
"TQRMNOQPTHIOLNCDEGKDB00006940";1;2004;3;43;"N";0;166;163;"3";"2";1;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;400;133.33
"TQRMNOQWXHIOLNCDEGKDB00006942";1;2004;3;43;"N";0;166;0;"12";"12";1;4;3;8;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQUPHIPLRCDEGKDB00147267";2;2004;3;43;"N";0;207;0;"12";"12";1;4;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOQQRHIPLUCDEGKDB00007011";1;2004;3;43;"N";0;123;144;"6";"5";1;3;2;1;2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;720;360
"TQRMNOQUVHIPLUCDEGKDB00007012";1;2004;3;43;"N";0;123;138;"5";"6";1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;900;300
"TQRMNOQWUHIPLRCDEGKDB00147268";1;2004;3;43;"N";0;207;219;"1";"1";1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;5;4;1;150;30
"TQRMNOQXVHIPLRCDEGKDB00147269";1;2004;3;43;"N";0;207;245;"10";"9";1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2150;1075
"TQRMNOQQUHIPLRCDEGKDB00147266";1;2004;3;43;"N";0;207;265;"1";"1";1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;130;65
"TQRMNOQRYHIMKNCDEGKDB00151350";1;2004;3;43;"N";0;125;193;"6";"7";1;4;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;1300;325
"TQRMNOPVYHIMKNCDEGKDB00151348";1;2004;3;43;"N";0;125;140;"2";"4";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;5;0;5;550;110
"TQRMNOPPXHIMKNCDEGKDB00151346";1;2004;3;43;"N";0;125;0;"12";"12";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPSVHIMKNCDEGKDB00151347";1;2004;3;43;"N";0;125;145;"1";"1";1;3;2;6;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;150;75
"TQRMNOPYYHIMKNCDEGKDB00151349";1;2004;3;43;"N";0;125;173;"2";"2";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;330;110
"TQRMNOQSQHIMKRCDEGKDB00151356";1;2004;3;43;"N";0;143;182;"3";"1";1;1;1;5;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150;150
"TQRMNOPYUHIMKRCDEGKDB00151355";1;2004;3;43;"N";0;143;196;"7";"5";1;5;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;810;405
"TQRMNOPTUHIMKRCDEGKDB00151353";1;2004;3;43;"N";0;143;0;"12";"12";1;3;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;0;0
"TQRMNOPQXHIMKRCDEGKDB00151352";1;2004;3;43;"N";0;143;0;"12";"12";1;4;3;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOPWWHIMKRCDEGKDB00151354";1;2004;3;43;"N";0;143;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOPTSHLPLPCDEGKDB00016893";2;2004;3;43;"N";0;82;112;"1";"1";1;2;2;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;170;34
"TQRMNOPPXHLPLPCDEGKDB00016890";1;2004;3;43;"N";0;82;104;"2";"2";1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;400;100
"TQRMNOPUUHLPLPCDEGKDB00016894";1;2004;3;43;"N";0;82;72;"1";"1";1;1;1;6;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;150;25
"TQRMNOPRPHLPLPCDEGKDB00016891";1;2004;3;43;"N";0;82;88;"1";"2";1;3;2;1;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;4;5;325;36.11
"TQRMNOPRPHLPLPCDEGKDB00016891";2;2004;3;43;"N";0;82;85;"3";"1";1;2;1;6;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150;150
"TQRMNOPWTHJKKMCDEGKDB00147271";1;2004;3;43;"N";0;242;235;"9";"5";1;3;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;800;800
"TQRMNOPSWHJKKMCDEGKDB00147270";1;2004;3;43;"N";0;242;0;"12";"12";1;6;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;0
"TQRMNOPRQHLNKSCDEGKDB00016863";1;2004;3;43;"N";0;118;0;"12";"12";1;2;2;6;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPPQHLNKSCDEGKDB00016862";1;2004;3;43;"N";0;118;0;"12";"12";1;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOPWXHLKKOCDEGKDB00147275";1;2004;3;43;"N";0;135;149;"10";"10";1;4;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2750;2750
"TQRMNOPQSHLKKOCDEGKDB00151414";1;2004;3;43;"N";0;135;155;"10";"6";1;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1000;1000
"TQRMNOPTPHLNKSCDEGKDB00147276";1;2004;3;43;"N";0;118;0;"12";"12";1;2;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;0
"TQRMNOPWYHLNKSCDEGKDB00016865";1;2004;3;43;"N";0;118;252;"2";"4";1;4;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;610;122
"TQRMNOPVPHLNKSCDEGKDB00016864";1;2004;3;43;"N";0;118;138;"2";"5";1;4;3;8;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;0;7;800;114.29
"TQRMNOPUVHIOKRCDEGKDB00151373";1;2004;3;43;"N";0;111;125;"3";"5";1;3;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;840;140
"TQRMNOPQYHIOKRCDEGKDB00151371";1;2004;3;43;"N";0;111;112;"4";"6";1;3;2;8;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1000;200
"TQRMNOPUPHIOKRCDEGKDB00151372";1;2004;3;43;"N";0;111;0;"12";"12";1;5;4;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;0
"TQRMNOQPUHIOKRCDEGKDB00151375";1;2004;3;43;"N";0;111;129;"6";"4";1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;650;325
"TQRMNOPYQHIOKRCDEGKDB00151374";1;2004;3;43;"N";0;111;122;"4";"1";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;240;240
"TQRMNOPPTHLOKOCDEGKDB00016866";1;2004;3;43;"N";0;125;0;"12";"12";1;3;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPXWHLOKOCDEGKDB00016870";1;2004;3;43;"N";0;125;144;"3";"5";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;800;160
"TQRMNOPTVHLOKOCDEGKDB00016868";1;2004;3;43;"N";0;125;0;"12";"12";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPVVHLOKOCDEGKDB00016869";1;2004;3;43;"N";0;125;141;"2";"3";1;4;3;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;425;85
"TQRMNOQPVHIMLNCDEGKDB00006879";1;2004;3;43;"N";0;134;0;"12";"12";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPWPHIMLNCDEGKDB00006877";1;2004;3;43;"N";0;134;0;"12";"12";1;4;4;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;3;7;0;0
"TQRMNOQXXHIPKPCDEGKDB00147252";1;2004;3;43;"N";0;129;166;"8";"7";1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1150;575
"TQRMNOPYQHIPKPCDEGKDB00147250";1;2004;3;43;"N";0;129;0;"12";"12";1;4;4;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;7;1;6;0;0
"TQRMNOPRQHIPKPCDEGKDB00147249";1;2004;3;43;"N";0;129;0;"12";"12";1;4;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOQUUHIPKPCDEGKDB00147251";1;2004;3;43;"N";0;129;133;"2";"3";1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;500;125
"TQRMNOQVQHINKNCDEGKDB00151362";1;2004;3;43;"N";0;124;202;"1";"1";1;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;150;50
"TQRMNOQUPHINKNCDEGKDB00151361";1;2004;3;43;"N";0;124;148;"2";"5";1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;10;3;7;850;85
"TQRMNOPTYHIMLNCDEGKDB00006876";1;2004;3;43;"N";0;134;0;"12";"12";1;5;5;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;0;0
"TQRMNOPXXHIMLNCDEGKDB00006878";2;2004;3;43;"N";0;134;234;"8";"7";1;2;1;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1270;635
"TQRMNOPQSHIPLUCDEGKDB00151396";1;2004;3;43;"N";0;123;117;"7";"2";1;4;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;390;390
"TQSMNOPXQHIPLUCDEGKDB00151397";1;2004;3;43;"N";0;123;176;"5";"7";1;3;3;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1160;290
"TQRMNOQVSHINKNCDEGKDB00151363";1;2004;3;43;"N";0;124;0;"12";"12";1;3;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;0;0
"TQRMNOQVXHINKNCDEGKDB00151364";1;2004;3;43;"N";0;124;0;"12";"12";1;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNOPUVHLKKOCDEGKDB00016853";1;2004;3;43;"N";0;135;0;"12";"12";1;3;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOPRUHLOKOCDEGKDB00016867";1;2004;3;43;"N";0;125;153;"2";"1";1;3;2;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;220;110
"TQRMNOPSUHLKKOCDEGKDB00016852";2;2004;3;43;"N";0;135;190;"7";"6";1;3;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;900;450
"TQRMNOPQRHIPKSCDEGNFJ00009406";1;2004;3;44;"N";0;273;261;"6";"9";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;1900;316.67
"TQRMNOSRUHIPKSCDEGNFJ00009408";1;2004;3;44;"N";0;273;239;"7";"8";1;1;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1700;425
"TQRMNOPURHILKOCDEGNFJ00147992";1;2004;3;44;"N";0;361;484;"6";"6";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1000;333.33
"TQRMNOQRRHILKOCDEGNFJ00147993";1;2004;3;44;"N";0;361;484;"5";"8";1;4;3;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;4;2;1500;250
"TQRMNOQYTHILKOCDEGNFJ00147994";1;2004;3;44;"N";0;361;533;"7";"9";1;3;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;2468;411.33
"TQRMNORVWHILKOCDEGNFJ00147995";1;2004;3;44;"N";0;361;570;"9";"9";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1800;900
"TQRMNOSSPHILKOCDEGNFJ00147996";1;2004;3;44;"N";0;361;544;"8";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2250;562.5
"TQRMNOQUSHIMKSCDEGNFJ00151501";1;2004;3;44;"N";0;471;547;"4";"2";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;380;190
"TQRMNOSQUHIMKSCDEGNFJ00151502";1;2004;3;44;"N";0;471;441;"3";"6";1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;900;180
"TQRMNOSYQHIMKSCDEGNFJ00151503";1;2004;3;44;"N";0;471;761;"9";"10";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2750;916.67
"TQRMNOWVPHIMKSCDEGNFJ00151504";1;2004;3;44;"N";0;471;512;"5";"5";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;830;276.67
"TQRMNORWWHINLOCDEGNFJ00018100";1;2004;3;44;"N";0;376;420;"9";"6";1;4;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900;900
"TQRMNORQTHINLOCDEGNFJ00018099";1;2004;3;44;"N";0;376;351;"6";"9";1;3;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;3;5;2425;303.13
"TQRMNOQRQHINLOCDEGNFJ00148037";1;2004;3;44;"N";0;376;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;0
"TQRMNOSPWHINLOCDEGNFJ00018101";1;2004;3;44;"N";0;376;531;"3";"4";1;3;2;9;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;550;137.5
"TQRMNOPTPHINLOCDEGNFJ00018098";1;2004;3;44;"N";0;376;497;"9";"10";1;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2900;966.67
"TQRMNOPSXHIOKTCDEGNFJ00009373";2;2004;3;44;"N";0;225;0;"12";"12";1;3;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;0
"TQRMNOQTQHIOKTCDEGNFJ00009375";1;2004;3;44;"N";0;225;239;"7";"9";1;4;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1800;450
"TQRMNOPXTHIOKTCDEGNFJ00009374";1;2004;3;44;"N";0;225;217;"5";"4";1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600;300
"TQSMNOWVPHIMKSCDEGNFJ00151505";1;2004;3;44;"N";0;471;559;"8";"9";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2300;575
"TQRMNOPWUHINLMCDEGNFJ00148031";1;2004;3;44;"N";0;250;407;"4";"7";1;4;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1200;240
"TQRMNOQWTHINLMCDEGNFJ00148034";1;2004;3;44;"N";0;250;240;"5";"6";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1000;250
"TQSMNOQQWHINLMCDEGNFJ00148033";1;2004;3;44;"N";0;250;259;"3";"5";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;700;175
"TQRMNORYRHINLMCDEGNFJ00148035";1;2004;3;44;"N";0;250;322;"10";"9";1;3;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2300;1150
"TQRMNOSSWHINLMCDEGNFJ00148036";1;2004;3;44;"N";0;250;320;"10";"10";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;5000;1250
"TQRMNOPPUHINKMCDEGNFJ00018069";1;2004;3;44;"N";0;232;0;"12";"12";1;3;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNORTRHINKMCDEGNFJ00018073";1;2004;3;44;"N";0;232;269;"5";"7";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1200;300
"TQRMNOPVPHINKMCDEGNFJ00018070";1;2004;3;44;"N";0;232;336;"3";"6";1;3;3;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;895;179
"TQRMNOQRSHINKMCDEGNFJ00018071";2;2004;3;44;"N";0;232;0;"12";"12";1;3;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;0
"TQRMNORRXHIKKPCDEGNFJ00009194";1;2004;3;44;"N";0;518;0;"12";"12";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;0
"TQRMNOPQPHIMKOCDEGNFJ00151498";1;2004;3;44;"N";0;272;419;"8";"9";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1900;633.33
"TQRMNOQXVHIPKNCDEGNFJ00018123";1;2004;3;44;"N";0;250;219;"1";"1";1;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;150;50
"TQRMNOPSWHIPKNCDEGNFJ00018122";1;2004;3;44;"N";0;250;0;"12";"12";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;0;0
"TQRMNORSWHIOKTCDEGNFJ00009377";1;2004;3;44;"N";0;225;180;"6";"8";1;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;1600;320
"TQRMNOQQWHINLMCDEGNFJ00148032";1;2004;3;44;"N";0;250;318;"6";"6";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1030;343.33
"TQRMNOPQSHINKRCDEGNFJ00009316";1;2004;3;44;"N";0;262;0;"12";"12";1;3;2;1;1;1;1;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;2;2;1;2;2;2;3;0;3;0;0
"TQRMNOPYQHINKRCDEGNFJ00009317";1;2004;3;44;"N";0;262;323;"10";"7";1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;0;1;1250;1250
"TQRMNOQVVHINKRCDEGNFJ00009318";1;2004;3;44;"N";0;262;310;"5";"5";1;1;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;2;2;2;3;1;2;850;283.33
"TQRMNOSSPHINKRCDEGNFJ00009319";1;2004;3;44;"N";0;262;324;"2";"5";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;6;2;4;720;120
"TQRMNOPSQHIPKQCDEGNFJ00151542";1;2004;3;44;"N";0;263;0;"12";"12";1;2;2;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;0
"TQRMNOQWQHIPKQCDEGNFJ00151543";1;2004;3;44;"N";0;263;230;"10";"10";1;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;4300;1433.33
"TQRMNOSPYHIPKQCDEGNFJ00151544";1;2004;3;44;"N";0;263;393;"3";"5";1;5;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;800;133.33
"TQRMNOSSVHIOKMCDEGNFJ00148038";1;2004;3;44;"N";0;342;232;"1";"1";1;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;150;30
"TQRMNOTPPHIOKMCDEGNFJ00148039";1;2004;3;44;"N";0;342;472;"7";"8";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1700;425
"TQRMNOQXTHIOKMCDEGNFJ00151527";1;2004;3;44;"N";0;342;299;"00";"00";1;1;1;6;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;0
"TQRMNOQSVHIMLNCDEGNFJ00018061";1;2004;3;44;"N";0;236;461;"6";"8";1;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1525;381.25
"TQRMNOSRXHIMLNCDEGNFJ00018062";2;2004;3;44;"N";0;236;401;"5";"5";1;4;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;760;253.33
"TQRMNOPVRHIMLNCDEGNFJ00018060";1;2004;3;44;"N";0;236;432;"10";"10";1;4;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3600;1800
"TQRMNOSWYHIMLNCDEGNFJ00018063";1;2004;3;44;"N";0;236;382;"9";"9";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2250;750
"TQRMNORQUHIMKOCDEGNFJ00151500";1;2004;3;44;"N";0;272;386;"7";"7";1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1200;400
"TQRMNOQYPHIOKTCDEGNFJ00009376";1;2004;3;44;"N";0;225;178;"3";"2";1;3;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;300;150
"TQRMNOPWXHIPKSCDEGNFJ00009407";1;2004;3;44;"N";0;273;418;"6";"8";1;2;2;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1360;340
"TQRMNORSPHINKNCDEGNFJ00009300";2;2004;3;44;"N";0;273;0;"12";"12";1;3;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0
"TQRMNOQUYHINKNCDEGNFJ00009299";1;2004;3;44;"N";0;273;0;"12";"12";1;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;0
"TQRMNOPRSHINKNCDEGNFJ00009297";1;2004;3;44;"N";0;273;371;"8";"10";1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;2800;560
"TQRMNOPXXHINKNCDEGNFJ00009298";1;2004;3;44;"N";0;273;310;"4";"2";1;3;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;400;200
"TQRMNOSPSHINKNCDEGNFJ00009301";1;2004;3;44;"N";0;273;340;"8";"10";1;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;3000;600
"TQRMNOQUSHIKKUCDEGNFJ00147987";1;2004;3;44;"N";0;365;660;"10";"10";1;6;2;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6500;3250
"TQRMNOSPQHIKKUCDEGNFJ00147988";1;2004;3;44;"N";0;365;605;"8";"4";1;1;1;3;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600;600
