"CODUSU";"NRO_HOGAR";"REALIZADA";"ANO4";"TRIMESTRE";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"II1";"II2";"II7";"II8";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOSQYHKLKOCDEGLDF00220766";1;1;2006;2;41;"N";0;240;5;3;1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;4;2;2;2600;"9";"9";"10";NA;"9";NA;650;"7";"8";"9";NA;"8";NA;251;97;0;2;0;0;0
"TQRMNOSRQHLPKPCDEGLDF00178965";1;1;2006;2;41;"N";0;233;3;2;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;500;"2";"2";"3";NA;"3";NA;250;"3";"4";"6";NA;"4";NA;237;1;0;98;0;0;0
"TQRMNOSSRHLPKPCDEGLDF00224689";1;1;2006;2;41;"N";0;233;2;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1300;"6";"6";"8";NA;"7";NA;433.33;"6";"6";"8";NA;"7";NA;244;2;0;1;0;0;0
"TQRMNOQXTHLPKPCDEGLDF00224687";1;1;2006;2;41;"N";0;233;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;800;"4";"4";"5";NA;"4";NA;114.29;"1";"2";"2";NA;"2";NA;230;2;0;3;4;0;0
"TQRMNORUUHLPKPCDEGLDF00224688";1;1;2006;2;41;"N";0;233;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;3;1;1180;"5";"6";"7";NA;"6";NA;295;"4";"4";"6";NA;"5";NA;248;1;0;98;0;0;0
"TQRMNOPPYHMOKMCDEGLDF00175138";1;1;2006;2;41;"N";0;199;2;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;640;"3";"3";"4";NA;"3";NA;320;"4";"5";"7";NA;"5";NA;210;1;0;2;0;0;0
"TQRMNOPPYHMOKMCDEGLDF00175138";2;1;2006;2;41;"N";0;199;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280;"1";"1";"2";NA;"1";NA;280;"4";"4";"6";NA;"5";NA;201;1;0;98;0;0;0
"TQRMNOPVSHMOKMCDEGLDF00175139";1;1;2006;2;41;"N";0;199;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;670;"3";"3";"4";NA;"4";NA;335;"4";"5";"7";NA;"5";NA;199;2;0;1;0;0;0
"TQRMNOQVYHMOKMCDEGLDF00175141";1;1;2006;2;41;"N";0;199;4;4;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;1;6;2050;"8";"8";"9";NA;"9";NA;292.86;"4";"4";"6";NA;"5";NA;210;2;0;1;3;5;0
"TQRMNORRRHMOKMCDEGLDF00175142";1;1;2006;2;41;"N";0;199;1;1;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;905;"4";"5";"6";NA;"5";NA;181;"2";"3";"4";NA;"3";NA;219;3;0;1;2;0;0
"TQRMNOQQTHMOKMCDEGLDF00175140";1;1;2006;2;41;"N";0;199;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;600;"3";"3";"4";NA;"3";NA;200;"3";"3";"5";NA;"3";NA;227;2;0;3;0;0;0
"TQRMNOPXTHJMLNCDEGLDF00224638";1;1;2006;2;41;"N";0;146;5;4;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1000;"5";"5";"6";NA;"5";NA;250;"3";"4";"5";NA;"4";NA;163;2;0;97;0;0;0
"TQRMNOPTVHJMLNCDEGLDF00224637";1;1;2006;2;41;"N";0;146;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1100;"5";"6";"7";NA;"6";NA;220;"3";"3";"5";NA;"4";NA;176;2;0;98;0;0;0
"TQRMNOQWXHJMLNCDEGLDF00224640";1;1;2006;2;41;"N";0;146;3;2;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;480;"2";"2";"3";NA;"2";NA;240;"3";"4";"5";NA;"4";NA;162;1;0;2;0;0;0
"TQRMNOQSTHJMLNCDEGLDF00224639";1;1;2006;2;41;"N";0;146;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1500;"7";"7";"8";NA;"7";NA;375;"5";"5";"7";NA;"6";NA;175;97;0;1;0;0;0
"TQRMNOPPTHJMLNCDEGLDF00224636";1;1;2006;2;41;"N";0;146;8;4;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1480;"7";"7";"8";NA;"7";NA;246.67;"3";"4";"5";NA;"4";NA;160;2;0;3;5;0;0
"TQRMNOPPTHJMLNCDEGLDF00224636";2;1;2006;2;41;"N";0;146;8;4;6;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;600;"3";"3";"4";NA;"3";NA;150;"2";"2";"3";NA;"2";NA;174;2;0;1;0;0;0
"TQRMNOPTPHJPLLCDEGLDF00224673";1;1;2006;2;41;"N";0;188;3;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;428;"2";"2";"3";NA;"2";NA;85.6;"1";"1";"2";NA;"1";NA;184;1;0;5;0;0;0
"TQRMNOQWQHJPLLCDEGLDF00224675";1;1;2006;2;41;"N";0;188;2;1;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;390;"1";"2";"2";NA;"2";NA;195;"2";"3";"4";NA;"3";NA;185;1;0;2;0;0;0
"TQRMNOQPVHJPLLCDEGLDF00224674";1;1;2006;2;41;"N";0;188;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;600;"3";"3";"4";NA;"3";NA;150;"2";"2";"3";NA;"2";NA;185;2;0;3;0;0;0
"TQRMNORSRHJPLLCDEGLDF00224676";1;1;2006;2;41;"N";0;188;4;3;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;6;1;5;1200;"6";"6";"7";NA;"6";NA;200;"3";"3";"4";NA;"3";NA;193;2;0;3;4;0;0
"TQRMNORYYHJPLLCDEGLDF00224677";1;1;2006;2;41;"N";0;188;3;2;1;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;700;"3";"3";"5";NA;"4";NA;116.67;"1";"2";"2";NA;"2";NA;185;2;0;1;6;0;0
"TQRMNORXPHLPKTCDEGLDF00178969";1;1;2006;2;41;"N";0;189;3;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;800;"4";"4";"5";NA;"4";NA;400;"5";"6";"8";NA;"6";NA;184;2;0;1;0;0;0
"TQRMNORQTHLPKTCDEGLDF00178968";1;1;2006;2;41;"N";0;189;4;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;1;4;1380;"6";"7";"8";NA;"7";NA;276;"4";"4";"6";NA;"5";NA;183;1;0;3;0;0;0
"TQRMNOQTYHLPKTCDEGLDF00178967";1;1;2006;2;41;"N";0;189;3;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;100;"1";"1";"1";NA;"1";NA;100;"1";"1";"2";NA;"2";NA;178;1;0;98;0;0;0
"TQRMNOPUSHLOKPCDEGLDF00178953";1;1;2006;2;41;"N";0;184;3;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1000;"5";"5";"6";NA;"5";NA;500;"6";"7";"8";NA;"7";NA;184;1;0;98;0;0;0
"TQRMNOQPUHLOKPCDEGLDF00178954";1;1;2006;2;41;"N";0;184;5;2;8;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300;"1";"1";"2";NA;"1";NA;300;"4";"4";"6";NA;"5";NA;182;1;0;98;0;0;0
"TQRMNOQVPHLOKPCDEGLDF00224686";1;1;2006;2;41;"N";0;184;3;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1000;"5";"5";"6";NA;"5";NA;500;"6";"7";"8";NA;"7";NA;209;2;0;98;0;0;0
"TQRMNORUPHLOKPCDEGLDF00178955";1;1;2006;2;41;"N";0;184;1;1;8;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;800;"4";"4";"5";NA;"4";NA;800;"8";"9";"10";NA;"9";NA;208;3;0;98;0;0;0
"TQRMNOPYVHMNKMCDEGLDF00175126";1;1;2006;2;41;"N";0;265;3;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1200;"6";"6";"7";NA;"6";NA;400;"5";"6";"8";NA;"6";NA;288;97;0;98;0;0;0
"TQRMNOQVTHMNKMCDEGLDF00175127";1;1;2006;2;41;"N";0;265;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;3;2;2320;"9";"9";"10";NA;"9";NA;464;"6";"7";"8";NA;"7";NA;287;2;0;98;0;0;0
"TQRMNOPRQHMNKMCDEGLDF00175125";1;1;2006;2;41;"N";0;265;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;880;"4";"5";"6";NA;"5";NA;220;"3";"3";"5";NA;"4";NA;287;2;0;98;0;0;0
"TQRMNORSRHMNKMCDEGLDF00175128";1;1;2006;2;41;"N";0;265;5;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2500;"9";"9";"10";NA;"9";NA;625;"7";"8";"9";NA;"8";NA;262;2;0;98;0;0;0
"TQRMNORYXHMNKMCDEGLDF00175129";1;1;2006;2;41;"N";0;265;4;3;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;1;4;850;"4";"4";"6";NA;"5";NA;170;"2";"2";"4";NA;"3";NA;263;4;0;6;0;0;0
"TQRMNOQUSHJNKRCDEGLDF00224648";1;1;2006;2;41;"N";0;233;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1400;"6";"7";"8";NA;"7";NA;700;"8";"8";"9";NA;"8";NA;249;2;0;1;0;0;0
"TQRMNORUUHKMKUCDEGLDF00224679";1;1;2006;2;41;"N";0;243;2;1;3;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;350;"1";"1";"2";NA;"2";NA;350;"5";"5";"7";NA;"6";NA;292;1;0;98;0;0;0
"TQRMNOQTWHKMKUCDEGLDF00224678";1;1;2006;2;41;"N";0;243;5;3;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1300;"6";"6";"8";NA;"7";NA;433.33;"6";"6";"8";NA;"7";NA;281;1;0;98;0;0;0
"TQRMNOSRTHLPKPCDEGLDF00198002";1;1;2006;2;41;"N";0;233;2;2;3;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;780;"4";"4";"5";NA;"4";NA;260;"3";"4";"6";NA;"4";NA;243;5;0;6;7;0;0
"TQRMNOSWYHIKLOCDEFIAH00223000";1;1;2006;2;43;"S";2;371;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;400;"2";"2";"2";"1";NA;"1";400;"5";"6";"5";"5";NA;"4";321;1;0;98;0;0;0
"TQRMNORQRHIKLOCDEFIAH00222997";1;1;2006;2;43;"S";2;371;4;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;3390;"10";"10";"10";"10";NA;"10";847.5;"8";"9";"9";"8";NA;"8";698;2;1;96;0;0;0
"TQRMNORSWHIKLOCDEFIAH00222998";1;1;2006;2;43;"S";2;371;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;2900;"9";"9";"9";"9";NA;"9";1450;"10";"10";"10";"10";NA;"10";553;1;2;96;0;0;0
"TQRMNOSQUHIKLOCDEFIAH00222999";1;1;2006;2;43;"S";2;371;3;2;3;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;1;2;2;2;2;4;2;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;96;0;2;0;0;0
"TQRMNOPVUHILMRCDEFIAH00177452";1;1;2006;2;43;"S";2;356;5;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNORUSHILMRCDEFIAH00177458";1;1;2006;2;43;"S";2;356;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNORRWHILMRCDEFIAH00223078";1;1;2006;2;43;"S";2;356;4;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;2;3;4600;"10";"10";"10";"10";NA;"10";920;"9";"9";"9";"9";NA;"9";613;2;1;98;0;0;0
"TQRMNOPYRHILMRCDEFIAH00177453";1;1;2006;2;43;"S";2;356;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;96;0;0;0
"TQRMNORXQHILMRCDEFIAH00223079";1;1;2006;2;43;"S";2;356;2;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;96;0;98;0;0;0
"TQRMNOSSTHIMMLCDEFIAH00223046";1;1;2006;2;43;"S";2;299;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;0;6;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOURSHIMMLCDEFIAH00223047";1;1;2006;2;43;"S";2;299;4;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;4;98;0;0;0
"TQRMNOQPSHIMMLCDEFIAH00223043";1;1;2006;2;43;"S";2;299;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;2;98;0;0;0
"TQRMNORPQHIMMLCDEFIAH00223044";1;1;2006;2;43;"S";2;299;3;2;6;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;3;0;96;0;0;0
"TQRMNORUUHIMMLCDEFIAH00223045";1;1;2006;2;43;"S";2;299;3;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;490;"2";"2";"2";"2";NA;"2";245;"3";"4";"3";"3";NA;"3";430;1;0;98;0;0;0
"TQRMNOUYWHINKSCDEFIAH00177526";1;1;2006;2;43;"S";2;321;1;1;3;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;1100;"5";"6";"5";"5";NA;"5";1100;"9";"10";"9";"9";NA;"9";325;1;0;98;0;0;0
"TQRMNOTQPHINKSCDEFIAH00177522";1;1;2006;2;43;"S";2;321;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600;"3";"3";"3";"2";NA;"2";300;"4";"5";"4";"4";NA;"3";467;2;0;98;0;0;0
"TQRMNOPUSHIOKOCDEFIAH00173432";1;1;2006;2;43;"S";2;856;6;4;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;7;1;6;1800;"7";"8";"8";"7";NA;"7";257.14;"3";"4";"3";"3";NA;"3";1323;1;2;98;0;0;0
"TQRMNOVXTHIOKOCDEFIAH00173436";1;1;2006;2;43;"S";2;856;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;5;0;5;1200;"6";"6";"6";"5";NA;"5";240;"3";"4";"3";"3";NA;"2";1086;2;0;1;3;4;0
"TQRMNOTQTHIOKOCDEFIAH00173435";1;1;2006;2;43;"S";2;856;1;1;6;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;290;"1";"1";"1";"1";NA;"1";290;"4";"4";"4";"3";NA;"3";950;97;0;1;0;0;0
"TQRMNPVUYHIOKOCDEFIAH00173440";1;1;2006;2;43;"S";2;856;3;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2000;"8";"8";"8";"8";NA;"8";1000;"9";"9";"9";"9";NA;"9";1151;2;0;1;0;0;0
"TQRMNPPRTHIOKOCDEFIAH00173438";1;1;2006;2;43;"S";2;856;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;160;"1";"1";"1";"1";NA;"1";80;"1";"1";"1";"1";NA;"1";859;1;0;2;0;0;0
"TQRMNOQUYHIOKOCDEFIAH00173433";1;1;2006;2;43;"S";2;856;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;7;0;7;1340;"6";"7";"6";"6";NA;"6";191.43;"2";"3";"2";"2";NA;"1";1908;1;0;2;3;5;0
"TQRMNOXVQHIOKOCDEFIAH00173437";2;1;2006;2;43;"S";2;856;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;2;2;900;"4";"5";"4";"4";NA;"4";225;"3";"3";"3";"3";NA;"2";1048;2;0;1;0;0;0
"TQRMNPWQQHIOKOCDEFIAH00173441";2;1;2006;2;43;"S";2;856;1;1;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;2500;"9";"9";"9";"9";NA;"9";2500;"10";"10";"10";"10";NA;"10";838;1;0;98;0;0;0
"TQRMNORYVHIOKOCDEFIAH00173434";1;1;2006;2;43;"S";2;856;6;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;4200;"10";"10";"10";"10";NA;"10";840;"8";"9";"9";"8";NA;"8";1960;4;0;2;3;0;0
"TQSMNPQQWHIOKOCDEFIAH00222973";1;1;2006;2;43;"S";2;856;2;1;6;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;700;"3";"4";"3";"3";NA;"3";350;"5";"5";"4";"4";NA;"4";1098;2;0;98;0;0;0
"TQRMNPQQWHIOKOCDEFIAH00173439";1;1;2006;2;43;"S";2;856;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;550;"2";"3";"2";"2";NA;"2";110;"1";"2";"1";"1";NA;"1";1099;1;0;2;0;0;0
"TQRMNOUVVHINKSCDEFIAH00177525";1;1;2006;2;43;"S";2;321;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;96;0;0;0
"TQRMNOTYVHINKSCDEFIAH00177523";1;1;2006;2;43;"S";2;321;3;3;8;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNOTSRHINKSCDEFIAH00196393";2;1;2006;2;43;"S";2;321;2;1;6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;1;2;160;"1";"1";"1";"1";NA;"1";53.33;"1";"1";"1";"1";NA;"1";348;2;0;1;0;0;0
"TQRMNORRVHINKSCDEFIAH00177521";1;1;2006;2;43;"S";2;321;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;98;0;0;0
"TQRMNORSTHIMLPCDEFIAH00177482";1;1;2006;2;43;"S";2;300;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;950;"4";"5";"5";"4";NA;"4";237.5;"3";"4";"3";"3";NA;"2";700;1;3;2;0;0;0
"TQRMNOUQUHIMLPCDEFIAH00177485";1;1;2006;2;43;"S";2;300;1;1;6;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;98;0;0;0
"TQRMNOPPXHIMLPCDEFIAH00177479";1;1;2006;2;43;"S";2;300;3;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;1330;"6";"7";"6";"6";NA;"6";221.67;"3";"3";"3";"3";NA;"2";696;2;4;98;0;0;0
"TQRMNOTTQHIMLPCDEFIAH00177484";1;1;2006;2;43;"S";2;300;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;4500;"10";"10";"10";"10";NA;"10";1125;"9";"10";"9";"9";NA;"9";537;1;0;96;0;0;0
"TQRMNOTQVHIMLPCDEFIAH00177483";1;1;2006;2;43;"S";2;300;3;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;1600;"7";"7";"7";"7";NA;"7";320;"4";"5";"4";"4";NA;"3";493;1;2;4;5;0;0
"TQRMNOUVSHIMLPCDEFIAH00223033";1;1;2006;2;43;"S";2;300;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1000;"5";"5";"5";"5";NA;"5";500;"6";"7";"6";"6";NA;"6";470;2;0;98;0;0;0
"TQRMNORPQHIMLPCDEFIAH00177481";1;1;2006;2;43;"S";2;300;4;1;1;1;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;96;0;0;0
"TQRMNOSVXHIMLPCDEFIAH00196473";1;1;2006;2;43;"S";2;300;2;2;99;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;3;0;0;0
"TQRMNOPSRHINKSCDEFIAH00177520";1;1;2006;2;43;"S";2;321;4;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;4;98;0;0;0
"TQRMNOQUPHIMLPCDEFIAH00177480";1;1;2006;2;43;"S";2;300;3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;1000;"5";"5";"5";"4";NA;"4";1000;"9";"9";"9";"9";NA;"9";449;1;0;98;0;0;0
"TQRMNOPTUHILKMCDEFIAH00219150";1;1;2006;2;43;"S";2;269;4;3;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;5;0;98;0;0;0
"TQRMNOPWSHILKMCDEFIAH00219151";1;1;2006;2;43;"S";2;269;5;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;2;0;3;4;5;0
"TQRMNORXPHILKMCDEFIAH00219156";1;1;2006;2;43;"S";2;269;4;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2900;"9";"9";"9";"9";NA;"9";1450;"10";"10";"10";"10";NA;"10";514;1;2;98;0;0;0
"TQRMNOPPYHILKMCDEFIAH00219149";1;1;2006;2;43;"S";2;269;4;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;1;4;0;"12";"12";"12";"12";NA;"12";0;"12";"12";"12";"12";NA;"12";0;1;0;5;2;0;0
"TQRMNOQWVHILKMCDEFIAH00219154";1;1;2006;2;43;"S";2;269;3;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;970;"5";"5";"5";"4";NA;"4";485;"6";"7";"6";"6";NA;"5";515;1;2;98;0;0;0
"TQSMNOQWVHILKMCDEFIAH00219155";1;1;2006;2;43;"S";2;269;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1400;"6";"7";"7";"6";NA;"6";466.67;"6";"7";"6";"6";NA;"5";568;1;2;98;0;0;0
"TQRMNORTVHILKMCDEFIAH00223012";1;1;2006;2;43;"S";2;269;4;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;3000;"9";"10";"10";"9";NA;"9";1500;"10";"10";"10";"10";NA;"10";501;2;0;96;0;0;0
