NOMBRE,PRESENTACION,LABORATORIO,BAJA,VIGENCIA,FECHA,PRECIO,DROGA,DROGAS25,DROGAS25EXT,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,FORMA,VARIEDAD_REV,VARIEDAD_COUNT,VARIEDAD_COD,VARIEDAD_DES,REMEDIAR,LABSEL,TIPO_DE_VENTA,IMPORTADO,TIPOAGRUPA,MARCAAGRUPA,D_MARCA_CONTROLADO,D_TAMANO,D_PAMI,C_PAMI,C_LABORATORIO,C_BARRA,C_TAMANO,C_ACCION,C_DROGA,C_FORMA,C_UPOTENCI,C_TIPOUNID,C_VIA,SNOMED,GTIN1,TROQUEL,ACCION,VIA,CLAVE,PRECIOPAMI,categoria_busqueda,query
GINELEA MD,comp.x 21,Elea,0,1,16/04/2026,19615,etinilestradiol+gestodeno,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00498,7796285048907,001,00036,04631,00054,undefined,00005,00002,192501000221105,07796285048907,4120491,Anticonceptivo,oral,17991,0,estradiol_comprimidos,estradiol
FEMIANE,grag.x 21,Raffo,0,1,17/04/2026,20200,etinilestradiol+gestodeno,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00192,7896006201854,001,00036,04631,00054,undefined,00005,00002,100611000221108,07896006201854,4174111,Anticonceptivo,oral,18735,0,estradiol_comprimidos,estradiol
GINELEA,grag.x 21,Elea,0,1,16/04/2026,28597,etinilestradiol+gestodeno,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00498,7796285048419,001,00403,04631,00054,undefined,00005,00002,126071000221100,07796285048419,3681431,Anovulatorio,oral,14572,0,estradiol_comprimidos,estradiol
LIVIANNE 28,comp.rec.x 28,PharmaDorf,0,1,04/05/2026,21148,etinilestradiol+gestodeno,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00600,7798103390984,001,00036,04631,00054,undefined,00005,00002,235181000221105,07798103390984,5431132,Anticonceptivo,oral,42699,11291,estradiol_comprimidos,estradiol
GINELEA MD 28,comp.x 28,Elea,0,1,16/04/2026,22913,etinilestradiol+gestodeno,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00498,7796285052072,001,00036,04631,00054,undefined,00005,00002,190201000221109,07796285052072,5376001,Anticonceptivo,oral,36670,0,estradiol_comprimidos,estradiol
VENISSE,comp.rec.x 28,PharmaDorf,0,1,04/05/2026,25566,etinilestradiol+gestodeno,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00600,7798103391073,001,00036,04631,00054,undefined,00005,00002,232631000221105,07798103391073,5474682,Anticonceptivo,oral,38261,12470,estradiol_comprimidos,estradiol
ALELI,comp.rec.x 28,Laboratorios Bernabó,0,1,28/04/2026,27953,etinilestradiol+gestodeno,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00157,7792175008204,001,00036,04631,00054,undefined,00005,00002,166841000221105,07792175008204,5416001,Anticonceptivo,oral,37809,15306,estradiol_comprimidos,estradiol
SECRET 28,comp.rec.x 28,Elea,0,1,16/04/2026,28193,etinilestradiol+gestodeno,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00498,7796285049768,001,00036,04631,00054,undefined,00005,00002,123721000221107,07796285049768,4744291,Anticonceptivo,oral,26278,0,estradiol_comprimidos,estradiol
ELLERING,anillo vaginal sob.x 1,Elea,0,1,16/04/2026,73069,etonogestrel+etinilestradiol,,,,mg,1,unidades,Profilácticos,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00498,7796285282936,001,00036,10795,00050,undefined,00005,00011,324561000221103,07796285282936,6529711,Anticonceptivo,vaginal,55887,41643,estradiol_comprimidos,estradiol
NUVARING,anillo vaginal sob.x 1,Organon Arg.,0,1,04/05/2026,86088,etonogestrel+etinilestradiol,,,,mg,1,unidades,Profilácticos,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00172,7795318001438,001,00036,10795,00050,undefined,00005,00011,242551000221103,07798376720358,5129771,Anticonceptivo,vaginal,45665,0,estradiol_comprimidos,estradiol
CICLOCUR,blist.grag.x 21,Bayer (PH),0,1,17/04/2026,34370,levonorgestrel+estradiol,,,,mg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00214,7896116865540,001,00326,01194,00054,undefined,00005,00002,189381000221101,07896116865540,2215151,Hormonoterapia,oral,8262,15816,estradiol_comprimidos,estradiol
DOS DIAS N,comp.x 2,Elea,0,1,16/04/2026,34511,levonorgestrel+etinilestradiol,,,,mcg,2,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00498,7796285047108,001,00362,05788,00054,undefined,00005,00002,123851000221109,07796285047108,2878061,Diag.de amenorreas,oral,10107,18958,estradiol_comprimidos,estradiol
NICOLLE,comp.x 21,Biotenk,0,1,17/04/2026,7330,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00320,7796363001565,001,00036,05788,00054,undefined,00005,00002,226641000221102,07796363001565,5231791,Anticonceptivo,oral,52476,0,estradiol_comprimidos,estradiol
APRIL,comp.x 21,Gador,0,1,29/04/2026,7587,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00103,7792183486896,001,00036,05788,00054,undefined,00005,00002,190051000221102,07792183486896,4184191,Anticonceptivo,oral,22495,5727,estradiol_comprimidos,estradiol
NORGESTREL PLUS,comp.rec.x 21,Biotenk,0,1,17/04/2026,7926,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00320,7796363000179,001,00036,05788,00054,undefined,00005,00002,143351000221100,07796363000179,3742811,Anticonceptivo,oral,13787,0,estradiol_comprimidos,estradiol
FORLADY,comp.rec.x 21,Microsules Arg.,0,1,05/05/2026,8297,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00235,7791829000755,001,00403,05788,00054,undefined,00005,00002,150851000221101,07791829000755,5921971,Anovulatorio,oral,48885,0,estradiol_comprimidos,estradiol
MICROFEM MAX,comp.rec.x 21,Lafedar,0,1,18/04/2026,8390,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00397,7798369791211,001,00036,05788,00054,undefined,00005,00002, ,7798369791211,673526,Anticonceptivo,oral,63491,0,estradiol_comprimidos,estradiol
MIRANOVA,grag.x 21,Bayer (PH),0,1,05/05/2026,8443,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00214,7795320050431,001,00036,05788,00054,undefined,00005,00002,121971000221109,07795320050431,4458841,Anticonceptivo,oral,23301,4895,estradiol_comprimidos,estradiol
FEMEXIN,comp.x 21,Elea,0,1,16/04/2026,8884,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00498,7796285049775,001,00036,05788,00054,undefined,00005,00002,117581000221102,07796285049775,4744371,Anticonceptivo,oral,26409,6321,estradiol_comprimidos,estradiol
MICROVLAR,grag.x 21,Raffo,0,1,17/04/2026,10109,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00192,7896006201878,001,00403,05788,00054,undefined,00005,00002,153291000221103,07896006201878,3741321,Anovulatorio,oral,13698,5966,estradiol_comprimidos,estradiol
MICROGYNON,blist.grag.x 21,Raffo,0,1,17/04/2026,12339,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00192,7896006201861,001,00036,05788,00054,undefined,00005,00002,128201000221101,07896006201861,2365721,Anticonceptivo,oral,8288,8473,estradiol_comprimidos,estradiol
TRIDESTAN N,grag.x 21,Gador,0,1,29/04/2026,12534,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00103,7792183486667,001,00036,05788,00054,undefined,00005,00002,136561000221104,07792183486667,4032461,Anticonceptivo,oral,19939,7819,estradiol_comprimidos,estradiol
TRIQUILAR,blist.grag.x 21,Raffo,0,1,17/04/2026,13137,levonorgestrel+etinilestradiol,,,,mcg,21,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00192,7896006202127,001,00036,05788,00054,undefined,00005,00002,191081000221104,07896006202127,2718911,Anticonceptivo,oral,8317,9179,estradiol_comprimidos,estradiol
APRIL 28,comp.x 28,Gador,0,1,29/04/2026,8144,levonorgestrel+etinilestradiol,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00103,7792183488890,001,00036,05788,00054,undefined,00005,00002,190071000221109,07792183488890,4184192,Anticonceptivo,oral,41701,5842,estradiol_comprimidos,estradiol
NORFEN,comp.x 28,PharmaDorf,0,1,04/05/2026,8665,levonorgestrel+etinilestradiol,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00600,7798103391042,001,00036,05788,00054,undefined,00005,00002,230361000221108,07798103391042,5425842,Anticonceptivo,oral,39903,5804,estradiol_comprimidos,estradiol
FEMEXIN 28,comp.x 28,Elea,0,1,16/04/2026,9515,levonorgestrel+etinilestradiol,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00498,7796285050870,001,00036,05788,00054,undefined,00005,00002,134301000221100,07796285050870,4744372,Anticonceptivo,oral,33944,6445,estradiol_comprimidos,estradiol
ELEKTRA,comp.x 28,Craveri,0,1,17/04/2026,9856,levonorgestrel+etinilestradiol,,,,mcg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00056,7792234000279,001,00403,05788,00054,undefined,00005,00002,182241000221109,07792234000279,5740972,Anovulatorio,oral,44502,0,estradiol_comprimidos,estradiol
ELEKTRA MAX,comp.rec.x 28,Craveri,0,1,17/04/2026,12775,levonorgestrel+etinilestradiol,,,,mg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00056,7792234000545,001,00403,05788,00054,undefined,00005,00002,215231000221108,07792234000545,6165261,Anovulatorio,oral,49098,0,estradiol_comprimidos,estradiol
AMAPOLI,comp.rec.x 28,Laboratorios Bernabó,0,1,28/04/2026,32453,"nomegestrol,acetato+estradiol",,,,mg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00157,7792175009423,001,00036,10938,00054,undefined,00005,00002,213041000221109,07792175009423,6301001,Anticonceptivo,oral,50488,24042,estradiol_comprimidos,estradiol
FEMIDEN,comp.rec.x 28,Gador,0,1,29/04/2026,32708,"nomegestrol,acetato+estradiol",,,,mg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00103,7792183001464,001,00036,10938,00054,undefined,00005,00002,109161000221109,07792183001464,6240841,Anticonceptivo,oral,49399,0,estradiol_comprimidos,estradiol
FEMALVI,comp.x 28 (24+4),Raffo,0,1,17/04/2026,32858,"nomegestrol,acetato+estradiol",,,,mg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00192,7798084686236,001,00036,10938,00054,undefined,00005,00002,377611000221109,07798084686236,6577261,Anticonceptivo,oral,56913,0,estradiol_comprimidos,estradiol
SIGNORINA,comp.rec.x 28,Craveri,0,1,17/04/2026,35714,"nomegestrol,acetato+estradiol",,,,mg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00056,7792234000842,001,00036,10938,00054,undefined,00005,00002,215431000221107,07792234000842,6285551,Anticonceptivo,oral,50164,0,estradiol_comprimidos,estradiol
MIRANDA,comp.x 28 (24+4),Elea,0,1,16/04/2026,35889,"nomegestrol,acetato+estradiol",,,,mg,28,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00498,7796285255473,001,00036,10938,00054,undefined,00005,00002,185231000221109,07796285255473,6222421,Anticonceptivo,oral,48955,0,estradiol_comprimidos,estradiol
MIRANDA,comp.x 84 (24+4),Elea,0,1,16/04/2026,86825,"nomegestrol,acetato+estradiol",,,,mg,84,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),Sin informacion (Sin descuento),0,00498,7796285297299,003,00036,10938,00054,undefined,00005,00002, ,7796285297299,6222422,Anticonceptivo,oral,63496,0,estradiol_comprimidos,estradiol
EVRA,parches transdérmicos x3,Elea,0,1,16/04/2026,30503,norelgestromin+etinilestradiol,,,,mcg/24 horas,3,unidades,Parches transdermicos,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00498,7795314892375,001,00036,10203,00015,undefined,00005,00014,242291000221108,07795314892375,5111011,Anticonceptivo,transdermal,32517,0,estradiol_comprimidos,estradiol
UNIMEX,a.x 1 x 1 ml,MR Pharma,0,1,03/03/2026,16072,noretisterona+etinilestradiol,,,,mg/ml,1,unidades de 1 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00879,7798173940089,001,00036,00844,00003,undefined,00013,00003,324311000221109,07798173940089,6367712,Anticonceptivo,inyectable IM,56628,0,estradiol_comprimidos,estradiol
PRIMOSISTON,comp.x 30,Raffo,0,1,17/04/2026,19242,noretisterona+etinilestradiol,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00192,7896006201915,001,00326,00844,00054,undefined,00005,00002,131051000221100,07896006201915,989481,Hormonoterapia,oral,8305,12015,estradiol_comprimidos,estradiol
MENOCLIM CREMA,cr.x 15 g,Beta,0,1,21/04/2026,26286,estriol,,,,g/100 g,1,unidades de 15 g,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00032,7795328054868,001,00090,03840,00004,undefined,00047,00011,290801000221105,07795328054868,6489391,Estrogenoterapia,vaginal,54764,22787,estriol_gel,estriol
COLPOESTRIOL,cr.x 15 g,Temis-Lostaló,0,1,29/04/2026,26845,estriol,,,,g/100 g,1,unidades de 15 g,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00229,7795337909159,001,00090,03840,00004,undefined,00047,00011,269461000221100,07795337909159,5052371,Estrogenoterapia,vaginal,32392,25325,estriol_gel,estriol
ORGESTRIOL,cr.vag.x 15 g c/aplic.,Aspen Pharma,0,1,05/05/2026,29919,estriol,,,,g/100 g,1,unidades de 15 g,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00914,7798138890596,001,00090,03840,00004,undefined,00047,00011,409811000221100,07798333230043,2817171,Estrogenoterapia,vaginal,6193,12621,estriol_gel,estriol
MENOCLIM,óv.x 10,Beta,0,1,21/04/2026,30607,estriol,,,,mg,10,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00032,7795328054981,001,00090,03840,00007,undefined,00005,00011,191381000221101,07795328054981,5860972,Estrogenoterapia,vaginal,45460,30607,estriol_gel,estriol
ORGESTRIOL,óv.x 10,Aspen Pharma,0,1,05/05/2026,35887,estriol,,,,mg,10,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00914,7798333230098,001,00090,03840,00007,undefined,00005,00011,431241000221105,07798333230098,3057991,Estrogenoterapia,vaginal,8412,12924,estriol_gel,estriol
COLPOESTRIOL,óv.x 15,Temis-Lostaló,0,1,29/04/2026,47014,estriol,,,,mg,15,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00229,7795337903669,001,00090,03840,00007,undefined,00005,00011,106331000221105,07795337903669,5052422,Estrogenoterapia,vaginal,48647,36882,estriol_gel,estriol
MENOCLIM PRO,cr.x 15 g,Beta,0,1,21/04/2026,31428,promestriene,,,,g %,1,unidades de 15 g,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00032,7795328055193,001,00090,00869,00004,undefined,00047,00009,290811000221108,07795328055193,6366681,Estrogenoterapia,uso externo,52477,24773,promestriene_crema,promestriene
COLPOTROPHINE,cr.x 15 g,Teva Argentina,0,1,13/04/2026,31784,promestriene,,,,g %,1,unidades de 15 g,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00518,7795326000362,001,00090,00869,00004,undefined,00047,00009,269471000221109,07795326000362,4049631,Estrogenoterapia,uso externo,17326,25967,promestriene_crema,promestriene
COLPOESTRIENE,cr. vag. x 15 g.,Temis-Lostaló,0,1,29/04/2026,31900,promestriene,,,,No Clasificada,1,unidades,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00229,7795337901344,001,00090,00869,00004,undefined,00005,00011,509351000221102,07795337901344,6731001,Estrogenoterapia,vaginal,61307,23369,promestriene_crema,promestriene
MENOCLIM PRO,óv. x 10,Beta,0,1,21/04/2026,30419,promestriene,,,,mg,10,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00032,7795328055209,001,00090,00869,00007,undefined,00005,00011,223191000221105,07795328055209,6366711,Estrogenoterapia,vaginal,52478,23743,promestriene_crema,promestriene
COLPOESTRIENE,óv. x 10,Temis-Lostaló,0,1,29/04/2026,31297,promestriene,,,,mg,10,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00229,7795337907155,001,00090,00869,00007,undefined,00005,00011,464791000221104,07795337907155,6730971,Estrogenoterapia,vaginal,61218,21369,promestriene_crema,promestriene
COLPOTROPHINE,cáps.vag.x 10,Teva Argentina,0,1,13/04/2026,31488,promestriene,,,,mg,10,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Importado,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00518,7795326000348,001,00090,00869,00007,undefined,00005,00011,104271000221105,07795326000348,4049711,Estrogenoterapia,vaginal,17325,24841,promestriene_crema,promestriene
PROMECLIM,comp.vag.x 10,Megalabs Argentina,0,1,07/04/2026,31563,promestriene,,,,mg,10,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00193,7791763338068,001,00090,00869,00007,undefined,00005,00011,465571000221109,07791763338068,6512001,Estrogenoterapia,vaginal,55315,21361,promestriene_crema,promestriene
MENOCLIM PRO,óv. x 20,Beta,0,1,21/04/2026,57434,promestriene,,,,mg,20,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00032,7795328055216,003,00090,00869,00007,undefined,00005,00011,223201000221108,07795328055216,6366712,Estrogenoterapia,vaginal,52479,43925,promestriene_crema,promestriene
PROMECLIM,comp.vag.x 20,Megalabs Argentina,0,1,07/04/2026,58367,promestriene,,,,mg,20,unidades,Ovulos/Comprimidos vaginales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,GRANDE (DE 2 PRES.),50% de descuento,2,00193,7791763338075,003,00090,00869,00007,undefined,00005,00011,465581000221107,07791763338075,6512002,Estrogenoterapia,vaginal,55316,39522,promestriene_crema,promestriene
